sr_no,company,typename,Inches,Cpu_brand,Cpu_name,Cpu_speed,RAM,Storage_type,Primary_Memory,Secondary_memory,Gpu_brand,Gpu_name,OS,weight,Price,Resolution_width,Resolution_height,TouchScreen
719,HP,Notebook,17.3,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Nvidia," GeForce 930MX",Windows,2.63,63936,1920,1080,0
720,Lenovo,Ultrabook,14.0,Intel," Core i7 6500U ",2.5,64,SSD,512,0,Intel," HD Graphics 520",Windows,1.17,89864,2560,1440,0
721,HP,"2 in 1 Convertible",13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.58,44574,1366,768,1
722,Lenovo,Ultrabook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.32,79867,1920,1080,0
723,Dell,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,32,Hybrid,1024,1024,Nvidia," GeForce GTX 1070",Windows,4.36,194973,3840,2160,0
724,MSI,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.70,71847,1920,1080,0
725,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,1024,0,Intel," HD Graphics 620","No OS",1.90,26102,1366,768,0
727,Dell,"2 in 1 Convertible",13.3,Intel," Core i3 7100U ",2.4,4,HDD,1024,0,Intel," HD Graphics 620",Windows,1.71,34579,1920,1080,1
728,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,AMD," Radeon R7 M445",Linux,2.32,31410,1366,768,0
729,HP,Notebook,15.6,AMD," A9-Series 9420 ",3.0,4,HDD,1024,0,AMD," Radeon 520",Windows,2.10,26054,1920,1080,0
730,Acer,Gaming,17.3,Intel," Core i7 6700HQ ",2.6,16,Hybrid,128,1024,Nvidia," GeForce GTX 1060",Windows,4.20,103097,1920,1080,0
731,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,12,HDD,1024,0,Intel," HD Graphics 620",Windows,2.25,34579,1366,768,0
732,HP,Notebook,15.6,AMD," A9-Series A9-9420 ",3.0,6,Hybrid,128,1024,AMD," Radeon 520",Windows,2.10,34632,1920,1080,0
733,Acer,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.40,29784,1366,768,0
734,Lenovo,Notebook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.44,51149,1920,1080,0
735,Lenovo,Notebook,15.6,Intel," Core i7 7500U ",2.7,4,HDD,1024,0,Intel," HD Graphics 620",Windows,1.85,41505,1920,1080,0
736,HP,Workstation,15.6,Intel," Core i7 7700HQ ",2.8,16,SSD,256,0,Nvidia," Quadro M2200",Windows,2.60,128884,1920,1080,0
737,Dell,"2 in 1 Convertible",13.3,Intel," Core i5 8250U ",1.6,8,HDD,1024,0,Intel," UHD Graphics 620",Windows,1.55,35112,1920,1080,1
738,MSI,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1060",Windows,1.80,111594,1920,1080,0
739,Acer,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.40,21887,1366,768,0
740,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,Hybrid,128,1024,Nvidia," GeForce 940MX",Windows,2.00,64309,1920,1080,0
741,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,8,SSD,256,0,Intel," HD Graphics 520",Windows,2.00,35431,1366,768,0
742,Toshiba,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.25,81785,1920,1080,1
743,Lenovo,"2 in 1 Convertible",14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.70,53227,1920,1080,1
744,Lenovo,Workstation,15.6,Intel," Core i7 7600U ",2.8,16,SSD,1024,0,Nvidia," Quadro M520M",Windows,2.50,175771,3840,2160,0
745,Acer,Notebook,14.0,Intel," Celeron Dual Core N3060 ",1.6,2,"Flash Storage",32,0,Intel," HD Graphics 400","Chrome OS",1.68,17582,1366,768,0
746,Samsung,Ultrabook,13.3,Intel," Core i7 7500U ",2.7,16,SSD,256,0,Intel," HD Graphics 620",Windows,0.81,87859,1920,1080,0
748,Dell,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.60,60031,1366,768,0
749,HP,Workstation,17.3,Intel," Xeon E3-1535M v5 ",2.9,16,SSD,256,0,Nvidia," Quadro M2000M",Windows,3.00,233846,1920,1080,0
750,Lenovo,Notebook,11.6,Intel," Celeron Dual Core N3060 ",1.6,4,SSD,128,0,Intel," HD Graphics 400",Windows,1.40,25308,1366,768,1
751,HP,Notebook,15.6,Intel," Core i5 6300U ",2.4,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.84,101232,1920,1080,0
752,Asus,Notebook,15.6,Intel," Core i5 6300HQ ",2.3,4,HDD,1024,0,Nvidia," GeForce GTX 950M","No OS",2.45,30849,1366,768,0
754,Asus,Notebook,15.6,Intel," Core i7 7500U ",2.7,4,SSD,256,0,Intel," HD Graphics 620",Windows,2.37,45283,1366,768,0
755,Lenovo,"2 in 1 Convertible",13.3,Intel," Core i5 6260U ",1.8,8,SSD,256,0,Intel," HD Graphics 540",Windows,1.30,63883,3200,1800,1
756,HP,Notebook,15.6,Intel," Core i5 7300HQ ",2.5,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,2.20,58555,1920,1080,0
757,HP,Workstation,15.6,Intel," Core i7 6700HQ ",2.6,8,SSD,256,0,Nvidia," Quadro M1000M",Windows,2.59,83170,1920,1080,0
758,Dell,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,4.42,152860,3840,2160,0
759,Acer,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,SSD,256,0,Intel," HD Graphics 620",Windows,2.10,31915,1366,768,0
760,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,2.50,55837,1920,1080,0
761,Dell,Ultrabook,12.5,Intel," Core i7 7600U ",2.8,16,SSD,256,0,Intel," HD Graphics 620",Windows,1.18,99048,1920,1080,0
762,Google,Ultrabook,12.3,Intel," Core i5 7Y57 ",1.2,8,SSD,256,0,Intel," HD Graphics 615","Chrome OS",1.10,83064,2400,1600,1
763,Asus,Ultrabook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.20,60153,3200,1800,0
764,Dell,Notebook,13.3,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520",Windows,1.65,45235,1366,768,0
765,Acer,Notebook,13.3,Intel," Core i5 6200U ",2.3,4,SSD,128,0,Intel," HD Graphics 520",Windows,1.60,34898,1366,768,0
766,Asus,Notebook,17.3,Intel," Pentium Quad Core N4200 ",1.1,4,HDD,1024,0,Nvidia," GeForce 920MX",Windows,2.80,25060,1366,768,0
767,Dell,Gaming,15.6,Intel," Core i7 6700HQ ",2.6,16,Hybrid,128,1024,Nvidia," GeForce GTX 960M",Windows,2.72,58555,3840,2160,1
768,Samsung,Ultrabook,13.3,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.31,85195,1920,1080,1
769,Acer,Notebook,15.6,Intel," Pentium Quad Core N4200 ",1.1,4,HDD,1024,0,Intel," HD Graphics 505",Linux,2.10,15877,1366,768,0
770,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,16,SSD,256,0,AMD," Radeon R7 M445",Windows,2.30,62938,1920,1080,0
771,Samsung,"2 in 1 Convertible",15.0,Intel," Core i7 7500U ",2.7,16,SSD,256,0,AMD," Radeon 540",Windows,1.71,95851,1920,1080,1
772,Toshiba,Notebook,14.0,Intel," Core i5 6200U ",2.3,4,SSD,128,0,Intel," HD Graphics 520",Windows,1.75,54346,1366,768,0
773,Dell,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,HDD,1024,0,Nvidia," GeForce GTX 1050",Windows,2.62,58555,1920,1080,0
775,Asus,"2 in 1 Convertible",15.6,Intel," Core i7 7500U ",2.7,12,HDD,2048,0,Nvidia," GeForce 940MX",Windows,2.30,44702,1920,1080,1
776,Lenovo,Notebook,15.6,Intel," Core i7 6820HQ ",2.7,16,SSD,512,0,Nvidia," Quadro M2000M",Windows,2.50,126274,3840,2160,0
777,Acer,Notebook,14.0,Intel," Core i3 7100U ",2.4,4,SSD,128,0,Intel," HD Graphics 620",Windows,1.80,33886,1920,1080,0
778,Razer,Gaming,14.0,Intel," Core i7 7700HQ ",2.8,16,SSD,512,0,Nvidia," GeForce GTX 1060",Windows,1.95,154459,1920,1080,0
779,Asus,Notebook,15.6,Intel," Pentium Dual Core N4200 ",1.1,8,SSD,128,0,Intel," HD Graphics 505",Windows,2.00,31004,1920,1080,0
780,Dell,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,32,Hybrid,1024,1024,Nvidia," GeForce GTX 1070M",Windows,4.42,191211,1920,1080,0
781,Asus,Gaming,17.3,Intel," Core i7 6700HQ ",2.6,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,4.30,125208,1920,1080,0
782,Toshiba,Ultrabook,14.0,Intel," Core i7 6600U ",2.6,16,SSD,512,0,Nvidia," GeForce 930M",Windows,1.47,93986,1920,1080,0
783,Lenovo,Notebook,15.6,Intel," Celeron Quad Core N3710 ",1.6,8,HDD,1024,0,Intel," HD Graphics 405","No OS",2.20,17529,1366,768,0
784,Lenovo,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,16,SSD,512,0,Intel," HD Graphics 620",Windows,1.70,122491,1920,1080,0
785,MSI,Gaming,14.0,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1060",Windows,1.60,100752,1920,1080,0
786,MSI,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,2.20,58022,1920,1080,0
787,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,4,HDD,1024,0,Nvidia," GeForce GTX 1050",Windows,2.40,53227,1920,1080,0
788,Acer,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1060",Windows,4.20,122491,1920,1080,0
789,Dell,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,SSD,256,0,Nvidia," GeForce GTX 1050",Windows,2.62,52481,1920,1080,0
790,Asus,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX1060",Windows,2.24,71342,1920,1080,0
791,Vero,Notebook,14.0,Intel," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.22,10811,1920,1080,0
792,Lenovo,"2 in 1 Convertible",13.3,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.37,104962,1920,1080,1
793,Lenovo,"2 in 1 Convertible",15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,AMD," Radeon R7 M460",Windows,2.08,51096,1920,1080,1
794,Apple,Ultrabook,12.0,Intel," Core M ",1.2,8,"Flash Storage",512,0,Intel," HD Graphics 5300",Mac,0.92,62071,2304,1440,0
795,Lenovo,"2 in 1 Convertible",14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.42,124142,2560,1440,1
796,Asus,Notebook,14.0,Intel," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.63,15931,1366,768,0
797,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,128,0,Intel," HD Graphics 620",Windows,1.95,43157,1366,768,0
798,Lenovo,"2 in 1 Convertible",13.9,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.38,71875,1920,1080,1
799,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,8,SSD,256,0,AMD," Radeon R5 M420X",Windows,2.00,39374,1920,1080,0
800,HP,Workstation,15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," Quadro M2200",Windows,3.14,110018,1920,1080,0
801,Asus,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.37,58555,1920,1080,0
802,Dell,Ultrabook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.29,79867,1920,1080,0
803,Dell,Notebook,15.6,Intel," Core i5 7300HQ ",2.5,8,SSD,256,0,Nvidia," GeForce GTX 1050",Windows,2.06,93187,3840,2160,1
804,Dell,Notebook,11.6,Intel," Pentium Quad Core N4200 ",1.1,4,SSD,128,0,Intel," HD Graphics 505",Windows,1.63,39640,1366,768,0
805,HP,Notebook,12.5,Intel," Core i5 7300U ",2.6,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.26,74006,1366,768,0
806,Toshiba,Notebook,15.6,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.10,41558,1366,768,0
807,HP,Notebook,15.6,AMD," A12-Series 9700P ",2.5,8,HDD,2048,0,AMD," Radeon R7 Graphics",Windows,2.04,33513,1366,768,0
808,Dell,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,SSD,512,0,Nvidia," GeForce GTX 1050 Ti",Windows,2.62,89457,3840,2160,0
809,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,1024,0,Nvidia," GeForce 920M",Windows,2.40,32448,1920,1080,0
810,HP,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,12,HDD,1024,0,AMD," Radeon RX 580",Windows,3.74,93187,1920,1080,0
811,MSI,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,512,1024,Nvidia," GeForce GTX 1070",Windows,2.90,128671,1920,1080,0
812,Samsung,Ultrabook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,0.81,79867,1920,1080,0
813,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,Nvidia," GeForce GT 940MX",Windows,1.98,51202,1920,1080,0
814,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,AMD," Radeon R5 M420",Windows,2.18,42081,1920,1080,0
815,Lenovo,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.32,99048,1920,1080,0
816,Razer,Ultrabook,12.5,Intel," Core i7 7500U ",2.5,16,SSD,512,0,Intel," HD Graphics 620",Windows,1.29,95851,3840,2160,1
817,HP,Notebook,11.6,Intel," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",16,0,Intel," HD Graphics 400","Chrome OS",1.23,20513,1366,768,0
818,Dell,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,128,1024,Nvidia," GeForce GTX 1060",Windows,4.36,133467,1920,1080,0
819,Dell,Notebook,14.0,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,1.76,40226,1366,768,0
820,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.10,26102,1366,768,0
821,Toshiba,Ultrabook,14.0,Intel," Core i5 7200U ",2.5,4,SSD,128,0,Intel," HD Graphics 620",Windows,1.25,58075,1366,768,0
822,Lenovo,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.13,133147,1920,1080,0
823,MSI,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,SSD,256,0,Nvidia," GeForce GTX 1050",Windows,2.40,63883,1920,1080,0
824,Lenovo,Ultrabook,14.0,Intel," Core i5 7200U ",2.5,8,"Flash Storage",256,0,Intel," HD Graphics 620",Windows,1.13,99900,1920,1080,0
825,Toshiba,Notebook,14.0,Intel," Pentium Dual Core 4405U ",2.1,4,SSD,128,0,Intel," HD Graphics 510",Windows,1.75,26587,1366,768,0
826,Asus,"2 in 1 Convertible",13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.10,72354,1920,1080,1
827,Dell,Notebook,14.0,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520",Windows,1.76,31169,1366,768,0
828,Acer,Notebook,11.6,Intel," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",32,0,Intel," HD Graphics 400","Chrome OS",1.35,18914,1366,768,0
829,Acer,Notebook,14.0,Intel," Core i3 7100U ",2.4,8,SSD,128,0,Intel," HD Graphics 620",Windows,1.50,32980,1920,1080,0
830,Razer,Gaming,17.3,Intel," Core i7 7820HK ",2.9,32,SSD,512,0,Nvidia," GeForce GTX 1080",Windows,3.49,292987,3840,2160,1
831,Lenovo,Ultrabook,14.0,Intel," Core i7 6600U ",2.6,16,SSD,512,0,Intel," HD Graphics 520",Windows,1.10,111835,2560,1440,0
832,Asus,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,1024,0,Nvidia," GeForce 920",Linux,2.10,27652,1920,1080,0
833,Lenovo,Notebook,14.0,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.70,63190,1920,1080,0
834,Lenovo,Notebook,14.0,Intel," Core i5 7300U ",2.6,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.32,87912,1920,1080,0
835,Dell,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,3.21,147832,1920,1080,0
836,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,2.90,128884,1920,1080,0
837,Toshiba,Notebook,15.6,Intel," Core i3 7100U ",2.4,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.00,35644,1366,768,0
838,Lenovo,Notebook,14.0,Intel," Celeron Quad Core N3160 ",1.6,4,"Flash Storage",16,0,Intel," HD Graphics 400","Chrome OS",1.50,17316,1366,768,0
839,Asus,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,128,0,Intel," HD Graphics 620",Windows,2.30,31435,1920,1080,0
840,Asus,Gaming,17.3,Intel," Core i7 6700HQ ",2.6,16,Hybrid,512,1024,Nvidia," GeForce GTX 1060",Windows,2.73,95851,1920,1080,0
841,Dell,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,32,Hybrid,512,1024,Nvidia," GeForce GTX 1070",Windows,4.42,163724,1920,1080,0
842,HP,Notebook,17.3,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Nvidia," GeForce 930MX",Windows,2.63,48485,1600,900,0
843,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,128,0,Intel," HD Graphics 620",Windows,2.18,38041,1366,768,0
844,HP,Ultrabook,14.0,Intel," Core i7 6500U ",2.5,8,SSD,512,0,Intel," HD Graphics 520",Windows,1.54,99634,1920,1080,0
845,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,4,SSD,256,0,AMD," Radeon R5 M420",Windows,2.18,39374,1920,1080,0
846,HP,"2 in 1 Convertible",11.6,Intel," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,Intel," HD Graphics 500","Chrome OS",1.40,32767,1366,768,1
847,Asus,Ultrabook,13.3,Intel," Core i5 6200U ",2.3,8,SSD,512,0,Nvidia," GeForce 940M",Windows,1.45,54665,1920,1080,0
848,HP,"2 in 1 Convertible",13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.28,121319,1920,1080,1
849,HP,Ultrabook,14.0,Intel," Core i7 6500U ",2.5,8,SSD,512,0,Intel," HD Graphics 520",Windows,1.54,78215,1920,1080,0
850,HP,Notebook,15.6,Intel," Celeron Dual Core N3060 ",1.6,4,SSD,128,0,Intel," HD Graphics 400","No OS",1.86,15931,1366,768,0
851,Asus,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,128,1024,Nvidia," GeForce GTX 1060",Windows,2.10,101179,1920,1080,0
852,Dell,Notebook,17.3,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,AMD," Radeon R7 M445",Linux,2.83,46087,1920,1080,0
853,Lenovo,Ultrabook,14.0,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," GeForce GT 940MX",Windows,1.96,101392,1920,1080,0
854,Asus,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Nvidia," GeForce GTX 930MX",Windows,2.30,41931,1920,1080,0
855,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,128,0,Intel," HD Graphics 620",Windows,1.90,50350,1920,1080,0
856,Asus,Notebook,15.6,Intel," Pentium Quad Core N4200 ",1.1,4,HDD,1024,0,Intel," HD Graphics 505",Windows,2.00,23923,1366,768,0
857,HP,"2 in 1 Convertible",13.3,Intel," Core i7 7600U ",2.8,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.28,136344,1920,1080,1
858,Dell,Notebook,13.3,Intel," Core i5 6200U ",2.3,8,HDD,1024,0,Intel," HD Graphics 520",Windows,1.62,34579,1920,1080,1
859,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,Intel," HD Graphics 520","No OS",2.20,24988,1920,1080,0
860,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Intel," HD Graphics 620",Windows,2.30,45323,1920,1080,0
861,HP,Notebook,15.6,Intel," Core i5 7300U ",2.6,8,SSD,256,0,AMD," Radeon R7 M465",Windows,1.84,71875,1920,1080,0
862,Toshiba,Notebook,13.3,Intel," Core i5 7200U ",2.5,4,SSD,128,0,Intel," HD Graphics 620",Windows,1.05,68465,1920,1080,0
863,Lenovo,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,HDD,1024,0,Nvidia," GeForce GTX 1050","No OS",2.50,54186,1920,1080,0
864,Dell,Ultrabook,13.3,Intel," Core i7 7660U ",2.5,16,SSD,512,0,Intel," Iris Plus Graphics 640",Windows,1.29,119347,3200,1800,1
865,HP,Notebook,15.6,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.07,48485,1920,1080,0
866,Toshiba,Ultrabook,13.3,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.20,58342,1366,768,0
867,Lenovo,"2 in 1 Convertible",13.3,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.37,103896,1920,1080,1
868,Acer,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.56,48059,1920,1080,0
869,Dell,Workstation,15.6,Intel," Core i7 7700HQ ",2.8,8,HDD,1024,0,Nvidia," Quadro M620",Windows,2.23,94732,1920,1080,0
870,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.38,56210,1366,768,0
871,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,AMD," Radeon R5 M430","No OS",2.20,25521,1920,1080,0
872,Toshiba,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.00,73953,1920,1080,0
873,Lenovo,Notebook,13.3,Intel," Core i3 7100U ",2.4,4,SSD,180,0,Intel," HD Graphics 620",Windows,1.44,39161,1920,1080,0
874,Samsung,Ultrabook,15.0,Intel," Core i7 7500U ",2.7,16,SSD,256,0,Nvidia," GeForce 940MX",Windows,1.23,98515,1920,1080,0
875,Dell,Ultrabook,12.5,Intel," Core i7 7600U ",2.8,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.60,90043,1920,1080,0
876,Asus,Notebook,15.6,Intel," Pentium Quad Core N4200 ",1.1,4,HDD,1024,0,Intel," HD Graphics 505",Linux,2.00,21258,1366,768,0
877,Xiaomi,Ultrabook,13.3,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Nvidia," GeForce 940MX",Windows,1.28,49817,1920,1080,0
878,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,Hybrid,128,1024,Nvidia," GeForce 940MX",Windows,2.18,48618,1920,1080,0
879,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,SSD,256,0,Intel," HD Graphics 620",Windows,2.04,44702,1920,1080,0
880,HP,"2 in 1 Convertible",13.3,Intel," Core i5 7200U ",2.5,4,SSD,256,0,Intel," HD Graphics 620",Windows,1.28,90576,1920,1080,1
881,HP,"2 in 1 Convertible",15.6,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.30,36486,1366,768,1
882,Asus,Notebook,14.1,Intel," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.65,18541,1366,768,0
883,Lenovo,Notebook,15.6,Intel," Core i7 6500U ",2.5,8,HDD,1024,0,Nvidia," GeForce 940MX",Windows,2.20,35644,1920,1080,0
884,Dell,Notebook,15.6,Intel," Pentium Quad Core N3710 ",1.6,4,HDD,500,0,Intel," HD Graphics",Windows,2.20,19660,1366,768,0
885,HP,"2 in 1 Convertible",13.3,Intel," Core i5 7200U ",2.5,4,SSD,256,0,Intel," HD Graphics 620",Windows,1.28,95851,1920,1080,1
886,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,AMD," Radeon R5 M420X",Linux,2.18,24280,1366,768,0
887,Asus,Gaming,17.3,Intel," Core i5 7300HQ ",2.5,12,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,2.20,72988,1920,1080,0
888,Acer,Notebook,11.6,Intel," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",32,0,Intel," HD Graphics 400","Chrome OS",1.25,15824,1366,768,0
889,Lenovo,Notebook,17.3,AMD," A4-Series 7210 ",2.2,4,HDD,500,0,AMD," Radeon R3",Windows,2.80,20193,1600,900,0
890,HP,Notebook,14.0,Intel," Core i5 7200U ",2.5,4,SSD,128,0,Intel," HD Graphics 620",Windows,1.95,67399,1920,1080,0
891,HP,"2 in 1 Convertible",13.3,Intel," Core i7 7500U ",2.7,16,SSD,256,0,Intel," HD Graphics 620",Windows,1.42,74539,3200,1800,1
892,Samsung,Ultrabook,15.0,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.17,90523,1920,1080,0
893,Lenovo,Ultrabook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.32,95851,1920,1080,0
894,MSI,Gaming,17.3,Intel," Core i7 6700HQ ",2.6,16,Hybrid,512,2048,Nvidia," GeForce GTX 1060",Windows,2.43,141139,3840,2160,0
895,Toshiba,Notebook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.05,78588,1920,1080,0
896,Dell,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,HDD,1024,0,Nvidia," GeForce GTX 1050Ti",Linux,2.62,49497,1920,1080,0
